1.45E-011	2.00E-017	100.00%	7444.20	2727.45	3.04E-002	3.04E-002	50.00%	19736.74	7694.51
1.45E-011	4.35E-018	100.00%	7240.28	2903.56	2.55E-002	2.86E-002	56.00%	19481.90	6073.29
1.45E-011	8.53E-018	100.00%	6915.52	2255.64	2.83E-002	2.95E-002	52.00%	19605.94	7459.69
2.05E-003	3.94E-003	96.00%	7695.66	2906.20	2.77E-002	2.84E-002	50.00%	22024.36	7342.41
1.45E-011	2.00E-017	100.00%	7012.22	2253.82	2.89E-002	2.77E-002	48.00%	19909.12	6981.17
1.45E-011	3.44E-017	100.00%	6530.46	2683.06	3.84E-002	3.84E-002	50.00%	17545.38	6075.06
1.45E-011	2.98E-017	100.00%	6796.80	2227.48	3.17E-002	3.56E-002	56.00%	18858.36	8047.74
1.45E-011	1.25E-017	100.00%	7797.22	3266.70	2.65E-002	2.76E-002	52.00%	20398.40	7159.66
1.45E-011	8.53E-018	100.00%	8662.62	3684.27	5.31E-002	3.19E-002	26.00%	19567.92	7313.21
2.05E-003	3.94E-003	96.00%	7143.58	2781.36	3.31E-002	3.00E-002	44.00%	21228.44	7385.02
1.45E-011	8.53E-018	100.00%	7391.54	2835.68	3.11E-002	3.11E-002	50.00%	18578.48	7072.02
1.45E-011	1.25E-017	100.00%	7915.48	3693.47	3.54E-002	3.54E-002	50.00%	20617.62	8949.69
1.03E-003	2.01E-003	98.00%	7365.04	2454.01	3.76E-002	3.19E-002	42.00%	20205.80	6838.00
1.44E-011	5.39E-014	100.00%	7163.98	2537.70	3.01E-002	3.37E-002	56.00%	19712.70	7300.70
1.45E-011	1.25E-017	100.00%	6874.84	2273.74	2.81E-002	3.26E-002	58.00%	19970.48	6505.44
1.45E-011	2.67E-017	100.00%	6845.92	2504.67	3.34E-002	2.81E-002	42.00%	20196.10	7790.00
1.45E-011	1.25E-017	100.00%	6790.50	2147.82	2.76E-002	2.54E-002	46.00%	21778.24	8854.23
1.45E-011	1.25E-017	100.00%	7161.62	2544.85	2.42E-002	2.52E-002	52.00%	19949.26	7176.11
1.03E-003	2.01E-003	98.00%	7355.72	3218.97	2.98E-002	3.18E-002	52.00%	21115.30	8683.28
1.45E-011	2.98E-017	100.00%	6556.18	2325.50	4.49E-002	2.88E-002	30.00%	18567.18	7538.34
1.45E-011	4.35E-018	100.00%	7652.36	3072.66	3.37E-002	3.23E-002	48.00%	20033.50	7799.16
1.45E-011	2.04E-017	100.00%	7380.54	2616.31	2.41E-002	2.51E-002	52.00%	18970.90	6564.62
1.03E-003	2.01E-003	98.00%	7345.68	2463.40	2.84E-002	2.84E-002	50.00%	20789.32	7974.51
1.45E-011	2.98E-017	100.00%	7031.18	2661.06	2.89E-002	2.77E-002	48.00%	21479.70	8188.41
1.45E-011	2.00E-017	100.00%	8466.04	3768.45	3.67E-002	3.67E-002	50.00%	21479.60	6862.53
1.03E-003	2.01E-003	98.00%	7209.32	2549.93	2.51E-002	2.88E-002	56.00%	21406.02	7495.14
1.03E-003	2.01E-003	98.00%	7031.96	2365.28	3.12E-002	2.70E-002	42.00%	17711.50	7140.16
2.05E-003	3.94E-003	96.00%	7053.64	2688.49	2.86E-002	2.86E-002	50.00%	21345.28	8236.26
1.45E-011	2.74E-017	100.00%	8091.00	3389.92	2.83E-002	3.06E-002	54.00%	21304.26	8437.58
1.45E-011	4.35E-018	100.00%	7647.42	2325.49	3.73E-002	3.15E-002	42.00%	18315.58	6280.94
1.03E-003	2.01E-003	98.00%	8030.66	3311.57	2.77E-002	2.55E-002	46.00%	19151.96	7504.12
