600	3	1.34E+000	2.29E+000	78.00%	11493.12	8244.05	8.11E-001	1.21E+000	52.00%	20609.84	4008.23
605	3	8.20E+000	1.57E+001	90.00%	6972.26	5055.00	2.83E+000	4.88E+000	66.00%	17612.12	6087.84
610	3	1.87E-001	3.55E-001	86.00%	8886.76	6533.11	6.42E-001	1.10E+000	56.00%	19628.46	4225.05
615	3	7.22E-001	1.39E+000	96.00%	9291.24	7111.45	1.20E+000	2.01E+000	56.00%	21353.78	4152.96
620	3	2.48E-003	4.69E-003	94.00%	7939.02	5909.87	2.50E+000	3.80E+000	50.00%	19450.24	5875.42
625	3	2.39E-004	4.49E-004	94.00%	6822.42	5569.15	3.01E+000	4.97E+000	54.00%	19841.06	4942.50
630	3	2.29E-001	4.48E-001	98.00%	5952.14	4597.28	1.61E+000	2.67E+000	56.00%	20480.24	4808.05
635	3	4.88E-001	8.97E-001	82.00%	10935.14	7934.14	4.58E+000	7.49E+000	48.00%	20659.06	4810.58
640	3	9.98E-001	1.71E+000	82.00%	10852.12	8348.67	1.21E+000	1.75E+000	58.00%	21190.40	5366.50
645	3	1.78E+000	3.18E+000	86.00%	12247.16	9105.06	6.80E-001	1.13E+000	60.00%	22296.56	4128.29
650	3	3.25E-002	6.10E-002	92.00%	8124.30	5067.76	7.50E-001	1.33E+000	66.00%	19007.90	5585.03
655	3	5.29E-001	9.81E-001	84.00%	10329.40	8376.54	4.91E+000	8.02E+000	52.00%	19906.20	5842.66
660	3	3.20E-001	5.98E-001	86.00%	10807.90	7969.92	1.23E+000	1.84E+000	58.00%	20633.06	4913.49
665	3	2.23E-001	4.29E-001	82.00%	8079.74	5894.06	2.92E+000	4.94E+000	60.00%	19373.46	4589.36
670	2	4.39E-002	8.61E-002	94.00%	5083.22	3586.20	6.86E+000	8.90E+000	44.00%	14623.26	5020.33
675	2	1.39E+000	2.50E+000	86.00%	6974.40	4628.57	6.60E+000	8.80E+000	34.00%	16257.82	3641.48
680	2	1.80E+000	3.52E+000	90.00%	7364.04	4900.93	5.46E+000	8.05E+000	52.00%	16259.96	3587.42
685	2	5.47E-001	1.01E+000	92.00%	7524.34	5344.44	3.49E+000	5.19E+000	42.00%	15035.00	4919.88
690	2	8.12E-001	1.39E+000	80.00%	6815.98	3966.10	2.52E+000	3.91E+000	54.00%	16134.78	4047.17
695	2	5.76E+000	1.02E+001	80.00%	7519.96	4951.59	3.45E+000	5.35E+000	26.00%	15403.68	5021.56
700	2	4.21E-001	7.24E-001	84.00%	9920.00	6268.44	5.32E+000	8.35E+000	46.00%	16894.20	3420.80
705	2	4.02E-001	6.48E-001	78.00%	7934.90	6753.58	8.40E+000	1.31E+001	46.00%	15383.78	5207.62
710	2	4.04E+000	6.71E+000	70.00%	8988.30	6425.32	5.22E+000	6.90E+000	32.00%	16261.64	3889.74
715	2	7.41E+000	1.26E+001	74.00%	8461.22	6078.17	8.08E+000	9.24E+000	28.00%	17212.28	3905.09
720	2	7.79E+000	1.48E+001	82.00%	7765.24	5422.83	4.29E+000	5.79E+000	40.00%	17707.84	3463.34
725	2	9.52E-001	1.55E+000	80.00%	7939.40	6370.62	4.30E+000	5.94E+000	38.00%	16556.50	4621.24
730	2	1.54E+001	2.89E+001	88.00%	8926.44	6639.88	5.65E+000	8.81E+000	26.00%	17593.40	4280.27
735	2	7.52E-001	1.36E+000	82.00%	6973.02	5831.23	3.23E+000	4.28E+000	34.00%	17779.08	3741.03
740	2	5.01E-001	9.14E-001	74.00%	8632.42	7064.06	3.45E+000	3.93E+000	24.00%	19627.52	2217.61
745	2	3.83E-001	7.18E-001	84.00%	7887.56	4566.10	5.48E+000	8.78E+000	40.00%	17140.86	4512.97
750	2	7.33E+000	1.31E+001	78.00%	9100.90	5743.51	5.65E+000	8.24E+000	42.00%	16598.20	5561.98
