2	74.54
3	60.36
4	74.036
5	97.745
6	82.95
7	78.61
8	138.416
9	88.155
10	129.69
11	147.433
12	84.792
13	189.605
14	123.228
15	130.065
16	178.432
17	132.872
18	202.752
19	196.65
20	157.74
21	173.817
22	206.404
23	205.643
24	246.504
25	205.05
26	257.478
27	235.926
28	205.548
29	265.64
30	262.5
31	286.44
32	270.592
33	290.004
34	294.168
35	299.075
36	272.088
37	293.743
38	346.484
39	314.73
40	247.4
41	302.293
42	371.658
43	326.112
44	365.728
45	388.575
46	364.872
47	333.559
48	332.832
49	373.576
50	370.65
51	401.268
52	354.796
53	338.776
54	315.252
55	378.62
56	353.64
57	420.318
58	371.026
59	391.229
60	350.76
61	390.278
62	408.208
63	455.175
64	349.696
65	401.05
66	352.968
67	411.112
68	346.664
69	460.23
70	405.93
71	422.308
72	416.304
73	400.916
74	468.938
75	409.05
76	451.516
77	477.631
78	475.332
79	459.306
80	452.32
81	463.968
82	377.2
83	484.803
84	461.748
85	510.765
86	448.576
87	505.296
88	497.376
89	484.427
90	495.54
91	519.428
92	488.704
93	503.874
94	522.358
95	500.27
96	536.64
97	459.877
98	549.584
99	540.243
100	461.7
