2	182.68
3	75
4	97.84
5	122.7
6	118.02
7	123.27
8	137.68
9	61.2
10	197.2
11	156.75
12	185.76
13	223.6
14	174.44
15	171.15
16	114.72
17	179.69
18	193.32
19	38
20	191.2
21	161.7
22	235.84
23	264.5
24	323.52
25	333
26	237.38
27	268.92
28	113.12
29	207.06
30	311.1
31	234.36
32	264.96
33	267.3
34	325.04
35	141.75
36	340.92
37	249.75
38	178.98
39	174.72
40	343.2
41	414.92
42	203.28
43	442.04
44	454.96
45	326.7
46	463.68
47	344.04
48	395.52
49	421.4
50	148.5
51	457.47
52	441.48
53	398.03
54	253.8
55	486.2
56	389.2
57	396.15
58	392.08
59	350.46
60	411.6
61	317.2
62	349.68
63	294.21
64	412.8
65	386.1
66	454.74
67	424.78
68	510.68
69	264.96
70	462
71	512.62
72	372.96
73	447.49
74	308.58
75	177.75
76	566.96
77	411.95
78	152.1
79	569.59
80	325.6
81	587.25
82	443.62
83	434.09
84	527.52
85	507.45
86	554.7
87	226.2
88	547.36
89	419.19
90	578.7
91	586.04
92	582.36
93	421.29
94	446.5
95	603.25
96	811.2
97	677.06
98	351.82
99	341.55
100	344
101	448.44
102	589.56
103	448.05
104	335.92
105	418.95
106	482.3
107	665.54
108	451.44
109	396.76
110	611.6
111	646.02
112	560
113	584.21
114	506.16
115	501.4
116	599.72
117	477.36
118	507.4
119	585.48
120	288
121	649.77
122	467.26
123	646.98
124	483.6
125	505
126	598.5
127	646.43
128	792.32
129	519.87
130	715
131	639.28
132	693
133	647.71
134	596.3
135	657.45
136	839.12
137	838.44
138	633.42
139	771.45
140	387.8
141	662.7
142	580.78
143	524.81
144	518.4
145	584.35
146	474.5
147	851.13
148	568.32
149	798.64
150	588
151	748.96
152	858.8
153	446.76
154	731.5
155	595.2
156	627.12
157	662.54
158	633.58
159	829.98
160	753.6
161	708.4
162	797.04
163	863.9
164	652.72
165	618.75
166	702.18
167	940.21
168	939.12
169	647.27
170	688.5
171	788.31
172	846.24
173	884.03
174	654.24
175	610.75
176	911.68
177	483.21
178	906.02
179	859.2
180	795.6
181	812.69
182	811.72
183	779.58
184	568.56
185	445.85
186	851.88
187	845.24
188	742.6
189	504.63
190	824.6
191	605.47
192	616.32
193	712.17
194	892.4
195	670.8
196	909.44
197	776.18
198	817.74
199	893.51
200	592
201	924.6
202	1001.92
203	678.02
204	756.84
205	774.9
206	799.28
207	720.36
208	871.52
209	854.81
210	602.7
211	1076.1
212	892.52
213	1118.25
214	740.44
215	956.75
216	1002.24
217	844.13
218	965.74
219	845.34
220	754.6
221	766.87
222	630.48
223	1172.98
224	672
225	830.25
226	1202.32
227	880.76
228	902.88
229	638.91
230	614.1
231	1000.23
232	788.8
233	722.3
234	994.5
235	1017.55
236	705.64
237	654.12
238	804.44
239	743.29
240	960
241	908.57
242	890.56
243	707.13
244	766.16
245	818.3
246	799.5
247	916.37
248	1264.8
249	784.35
250	1055
251	1277.59
252	897.12
253	984.17
254	1109.98
255	818.55
256	734.72
257	832.68
258	900.42
259	1289.82
260	769.6
261	913.5
262	626.18
263	909.98
264	799.92
265	667.8
266	938.98
267	878.43
268	1077.36
269	1132.49
270	1047.6
271	761.51
272	892.16
273	920.01
274	931.6
275	1069.75
276	1247.52
277	844.85
278	903.5
279	552.42
280	1117.2
281	845.81
282	1063.14
283	724.48
284	815.08
285	629.85
286	837.98
287	929.88
288	645.12
289	872.78
290	849.7
291	910.83
292	1030.76
293	1051.87
294	1193.64
295	1191.8
296	1089.28
297	1006.83
298	932.74
299	1046.5
300	1191
301	704.34
302	963.38
303	1039.29
304	577.6
305	988.2
306	1123.02
307	871.88
308	1050.28
309	976.44
310	1230.7
311	1066.73
312	904.8
313	823.19
314	1083.3
315	1127.7
316	679.4
317	1201.43
318	1189.32
319	931.48
320	1004.8
321	866.7
322	734.16
323	1175.72
324	978.48
325	919.75
326	1036.68
327	827.31
328	1384.16
329	1000.16
330	910.8
331	1181.67
332	800.12
333	889.11
334	831.66
335	901.15
336	1162.56
337	1128.95
338	1257.36
339	1325.49
340	700.4
341	1176.45
