2	43.408
3	54.603
4	69.28
5	82.595
6	82.62
7	107.387
8	140.816
9	108.072
10	119.22
11	171.721
12	157.32
13	126.542
14	122.346
15	152.13
16	162.864
17	165.852
18	164.358
19	151.867
20	156.68
21	181.482
22	220.814
23	221.03
24	227.112
25	178.35
26	257.322
27	195.885
28	217.812
29	242.063
30	235.14
31	270.041
32	234.432
33	256.839
34	327.284
35	271.775
36	316.872
37	264.587
38	275.994
39	312.819
40	316.04
41	340.628
42	347.676
43	332.175
44	380.116
45	350.505
46	257.738
47	341.643
48	298.896
49	378.182
50	330.05
51	358.887
52	293.956
53	355.047
54	406.998
55	369.71
56	422.016
57	339.606
58	400.606
59	355.062
60	411.96
61	397.232
62	389.732
63	403.137
64	423.296
65	443.95
66	457.446
67	446.555
68	417.86
69	386.883
70	450.17
71	430.97
72	406.584
73	418.509
74	464.72
75	466.5
76	484.12
77	468.699
78	447.564
79	520.926
80	484.48
81	407.754
82	432.386
83	433.094
84	475.356
85	452.37
86	449.092
87	469.8
88	503.536
89	447.492
90	533.16
91	425.88
92	448.96
93	508.431
94	581.202
95	473.67
96	546.912
97	575.404
98	559.58
99	531.036
100	472.7
101	527.927
102	503.472
103	500.477
104	534.04
105	506.205
106	536.36
107	533.395
108	629.208
109	532.574
110	559.35
111	551.67
112	551.376
113	550.084
114	627
115	547.17
116	648.672
117	572.13
118	538.552
119	543.116
120	573.96
121	655.215
122	564.006
123	591.753
124	643.436
125	585.5
126	643.986
127	530.479
128	559.872
129	615.975
130	613.73
131	671.113
132	555.06
133	630.952
134	709.128
135	568.485
136	630.088
137	691.165
138	589.398
139	610.071
140	681.52
141	622.797
142	756.576
143	595.309
144	676.368
145	592.905
146	704.012
147	655.326
148	570.244
149	648.895
150	678.15
151	662.135
152	680.048
153	714.204
154	703.472
155	676.73
156	597.168
157	788.297
158	713.212
159	698.01
160	710.56
161	714.357
162	620.136
163	626.409
164	676.008
165	712.305
166	705.832
167	729.456
168	682.248
169	661.973
170	760.75
171	656.64
172	702.62
173	691.308
174	695.13
175	792.575
176	703.296
177	797.208
178	690.818
179	760.034
180	748.44
181	664.632
182	763.49
183	741.333
184	801.872
185	675.62
186	766.32
187	714.714
188	851.64
189	825.741
190	685.52
191	745.091
192	848.256
193	828.549
194	834.588
195	742.755
196	829.668
197	737.765
198	768.438
199	703.465
200	834.6
