1446	6.38E-005	4.61E-001	1446	15991	
954	5.48E-006	2.33E-005	954	19203	
816	2.47E-005	2.17E-005	816	27162	
1132	7.27E-005	2.28E-005	1132	7599	
1127	8.36E-005	5.73E-005	537	13973	
1119	7.99E-005	2.03E-005	1119	17125	
1430	2.02E-005	3.38E-005	1430	25351	
1133	8.62E-005	7.06E-005	1133	33480	
1117	5.66E-006	1.15E-005	1117	15483	
1112	7.59E-005	5.15E-005	1112	34999	
819	6.87E-005	4.79E-005	819	45664	
1282	1.67E-005	1.08E-005	1282	21822	
1741	1.09E-005	5.53E-005	1175	34128	
1274	2.64E-005	4.06E-005	1274	44141	
1431	2.12E-005	3.23E-005	1431	4357	
1293	4.69E-005	1.54E-005	866	24091	
Function                             : Ackley
Mean Fitness Evaluations [Global]    : 1262.28
Mean Error [Global]                  : 1.42E-003
Std. Dev. Error [Global]             : 2.72E-003
Sucess [Global]                      : 99.00%
Mean Error [Local]                   : 6.44E-002
Std. Dev. Error [Local]              : 1.11E-001
Success [Local]                      : 83.00%
Mean Fitness Evaluations [1st Peak]  : 1145.35
Mean Fitness Evaluations [Last Peak] : 19982.52
1477	3.14E-002	1.27E-002	1289	35025	
33014	7.44E-003	1.20E-002	3897	33014	
13133	8.20E-006	1.78E-003	1288	41177	
14681	7.40E-003	8.78E-003	6961	28834	
2043	2.73E-007	8.30E-004	1931	22853	
14364	1.87E-005	2.64E-003	4348	44264	
22547	1.59E-005	9.17E-003	1908	27307	
13277	2.10E-006	1.50E-003	1943	43181	
6208	8.82E-005	1.90E-002	5123	38080	
26697	3.29E-004	4.30E-003	11600	32232	
498	7.40E-003	1.52E-002	498	33616	
31295	7.48E-003	1.45E-002	4215	33314	
3757	4.93E-005	1.07E-002	3757	32436	
24545	5.46E-005	5.73E-003	5133	43185	
2525	4.07E-005	8.80E-003	1798	33604	
1289	3.98E-007	2.86E-003	1289	35322	
366	7.46E-005	9.68E-003	366	34557	
829	9.72E-005	3.06E-005	829	10530	
8827	4.36E-006	2.09E-005	520	41482	
23612	7.49E-005	4.62E-003	2831	24230	
4500	3.23E-003	7.16E-003	1741	43209	
3134	8.50E-005	2.91E-003	828	33965	
1468	5.83E-002	1.02E-002	1112	28092	
10967	9.67E-003	1.01E-002	8654	25766	
12527	1.44E-005	2.73E-003	716	30828	
