1	7.886583	0.659587
6	6.701200	0.492991
11	6.951071	0.422335
16	6.481205	0.250761
21	6.133179	0.354388
26	6.006502	0.468922
31	6.344861	0.464226
36	6.092405	0.437096
41	5.933021	0.460302
46	6.041735	0.331456
51	6.367836	0.417691
56	6.237916	0.302943
61	6.544177	0.370467
66	6.353034	0.297507
71	6.544787	0.439015
76	6.577318	0.397641
81	6.427574	0.340601
86	6.396800	0.480247
91	6.703411	0.467927
96	6.874761	0.343731
