[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782694342, 84.0591079009224)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338161397, 33.2996322024539)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556562475, 21.5007814652882)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121806775, 89.9686327595565)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156055424, 48.2882732313446)]	3	6	7	100.00	39327	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782708063, 84.059107902781)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338144677, 33.2996321984931)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.178555655541, 21.5007814676959)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121795366, 89.9686327626307)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156092336, 48.2882732248069)]	3	6	8	100.00	41028	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.84223090663693, 64.1584782473921, 84.0591079036391)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338110033, 33.2996322007749)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556537381, 21.5007814699704)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121796619, 89.968632763463)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156067565, 48.288273224908)]	3	6	9	100.00	42649	6.53699316899292E-14
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.158478270027, 84.0591078996157)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338114668, 33.2996322017283)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.178555656129, 21.5007814681546)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121805684, 89.968632763324)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156053738, 48.2882732240119)]	3	6	10	100.00	44186	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782666716, 84.0591079001344)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338134479, 33.2996321977108)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556565481, 21.5007814693726)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121810813, 89.9686327617316)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156027397, 48.2882732303514)]	3	7	0	100.00	32861	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782669742, 84.0591079037636)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338172426, 33.2996321974401)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458363, 33.1785556687054, 21.5007814702796)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121833355, 89.9686327630283)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156041937, 48.2882732323816)]	3	7	1	100.00	34582	1.84741111297626E-14
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782664614, 84.0591079026464)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338178384, 33.299632200361)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556552347, 21.5007814700683)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121815295, 89.9686327622187)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156083084, 48.2882732318597)]	3	7	2	100.00	36066	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782718716, 84.05910790263)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338121201, 33.2996321981466)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556539338, 21.5007814693061)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121830514, 89.9686327639139)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156108928, 48.2882732308094)]	3	7	3	100.00	37731	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782714367, 84.0591079001189)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338171148, 33.2996322015227)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556533567, 21.5007814666741)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121775737, 89.9686327621096)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.829415606973, 48.2882732232881)]	3	7	4	100.00	39324	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782715986, 84.0591079004287)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338158126, 33.299632203274)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9465071974488, 33.1773527874493, 21.5068237418525)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121834238, 89.968632762576)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156050916, 48.28827322627)]	3	7	5	80.00	41053	0.00342199032252068
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782670206, 84.0591078996886)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338129496, 33.2996321974031)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556580001, 21.5007814682863)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(37.6357178133398, 95.2404512177146, 90.166400652276)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156067598, 48.2882732320022)]	3	7	6	80.00	42628	2.58448993043752
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782687351, 84.0591079046434)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338123711, 33.2996322009251)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556558323, 21.5007814709102)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121778525, 89.9686327614926)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156029881, 48.2882732278011)]	3	7	7	100.00	44078	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782679181, 84.059107900195)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338137406, 33.2996321997611)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556543167, 21.5007814670867)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611536, 95.2735121841956, 89.9686327077031)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.82941560455, 48.2882732279398)]	3	7	8	100.00	45658	2.70006239588838E-13
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782681074, 84.0591079007571)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.451333814378, 33.2996322000531)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556563578, 21.5007814677923)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611523, 95.2735121835528, 89.9686327508019)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.829415612011, 48.2882732301484)]	3	7	9	100.00	47291	1.13686837721616E-14
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.158478270865, 84.0591079019212)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338157363, 33.2996321964768)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556564989, 21.5007814652554)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.273512181839, 89.9686327624265)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.829415606624, 48.2882732261171)]	3	7	10	100.00	48911	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782669644, 84.0591079028464)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338120297, 33.2996321989858)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556560736, 21.5007814710919)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121785057, 89.9686327627912)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156057727, 48.2882732303867)]	3	8	0	100.00	37603	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782696796, 84.0591079033159)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338146652, 33.2996322031595)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556531991, 21.5007814652374)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121789292, 89.9686327616391)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156063735, 48.2882732288186)]	3	8	1	100.00	39235	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782702179, 84.0591079041201)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338180846, 33.2996322010953)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556462766, 21.5007814656004)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(52.8087311591538, 95.6356642747464, 90.1514126873349)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156057081, 48.2882732287944)]	3	8	2	80.00	41009	5.61909259960032
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782716627, 84.0591079025171)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627794, 62.4513337921376, 33.299632214876)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556537145, 21.5007814654143)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121774653, 89.9686327615846)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156069063, 48.2882732298809)]	3	8	3	100.00	42539	6.11066752753686E-14
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782701809, 84.0591079005114)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338168089, 33.2996321964709)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556557806, 21.5007814698213)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121825667, 89.9686327630526)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156044294, 48.2882732276256)]	3	8	4	100.00	44009	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782721301, 84.0591079001929)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338154458, 33.2996321970564)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556555115, 21.5007814735956)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121807367, 89.9686327643379)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156073572, 48.28827322758)]	3	8	5	100.00	45640	2.8421709430404E-15
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782691567, 84.0591078986082)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338108922, 33.2996321999942)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556573819, 21.5007814673627)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121817854, 89.9686327594747)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156083686, 48.2882732297439)]	3	8	6	100.00	47161	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782661815, 84.0591079013485)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338173791, 33.2996321976929)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556530568, 21.500781466266)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121781355, 89.9686327622023)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156064715, 48.2882732279554)]	3	8	7	100.00	48802	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782681294, 84.0591079037781)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338112238, 33.2996321992265)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556560897, 21.5007814620943)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121804495, 89.9686327641495)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156056176, 48.2882732300047)]	3	8	8	100.00	50488	2.8421709430404E-15
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782671279, 84.0591079035559)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338124179, 33.299632202722)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556567828, 21.5007814679317)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121819263, 89.9686327599297)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328413, 84.8294156090303, 48.288273219953)]	3	8	9	100.00	51948	2.8421709430404E-15
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782689774, 84.0591079025494)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338133567, 33.2996321987687)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.17855565154, 21.5007814684613)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121822538, 89.9686327646618)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156074488, 48.2882732234031)]	3	8	10	100.00	53681	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782699358, 84.0591079042993)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338172185, 33.2996321971285)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556568903, 21.5007814650174)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121822941, 89.9686327635133)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156087551, 48.2882732249853)]	3	9	0	100.00	42340	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782702717, 84.0591079042045)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338173191, 33.2996322010411)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.178555652294, 21.5007814688501)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121812832, 89.9686327652012)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156104909, 48.288273226664)]	3	9	1	100.00	43920	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782672621, 84.0591079025242)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338107536, 33.2996321991962)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556560929, 21.500781466386)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121820803, 89.9686327606753)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.829415602617, 48.2882732274259)]	3	9	2	100.00	45574	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.84223090663662, 64.158478267034, 84.0591079055118)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338119157, 33.2996321985296)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556541689, 21.5007814678005)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121781679, 89.9686327642139)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156073224, 48.2882732299941)]	3	9	3	100.00	47183	2.8421709430404E-15
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782699835, 84.0591079002234)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338122909, 33.2996321984583)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556531198, 21.5007814678276)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121794493, 89.9686327612357)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156069522, 48.2882732298366)]	3	9	4	100.00	48709	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782708002, 84.0591079012159)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338153647, 33.2996322026065)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.17855565417, 21.5007814679719)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132682416289, 95.2735078310018, 89.9686454121791)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156035335, 48.2882732302735)]	3	9	5	100.00	50414	1.60953476324721E-08
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782677859, 84.0591079021102)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680628275, 62.4513338147735, 33.2996318585473)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556572021, 21.5007814653661)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121794872, 89.9686327600445)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156038755, 48.2882732250858)]	3	9	6	100.00	51997	9.68185531746712E-12
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782695954, 84.0591078995852)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338145661, 33.2996321958453)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556537834, 21.5007814698094)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121783021, 89.9686327621064)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156096002, 48.2882732272565)]	3	9	7	100.00	53522	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782675059, 84.059107904143)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338117243, 33.2996321996988)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556523362, 21.500781467923)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121794053, 89.9686327601911)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156086783, 48.288273228638)]	3	9	8	100.00	55207	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.158478271145, 84.059107903697)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338125269, 33.2996321973109)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556575598, 21.5007814656197)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121777799, 89.9686327637068)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156094606, 48.2882732268431)]	3	9	9	100.00	56767	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782710018, 84.0591079001663)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338161649, 33.299632197293)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556568557, 21.5007814654493)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121747403, 89.9686327611584)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156080596, 48.2882732285436)]	3	9	10	100.00	58316	4.2632564145606E-15
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782714024, 84.059107902554)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338117153, 33.2996322010727)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556521693, 21.5007814692875)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121785582, 89.9686327611599)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156057797, 48.2882732274489)]	3	10	0	100.00	47051	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.158478271755, 84.0591079034048)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338151483, 33.2996321993355)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556536079, 21.5007814705653)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.273512182272, 89.9686327614563)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156047828, 48.2882732321812)]	3	10	1	100.00	48660	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782726619, 84.0591079014113)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338124128, 33.2996322026703)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556553941, 21.500781468445)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121830978, 89.968632762547)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156055436, 48.2882732235204)]	3	10	2	100.00	50282	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782688577, 84.0591079033473)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338129594, 33.299632196458)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556567823, 21.5007814649769)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.273512182973, 89.9686327634633)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156060025, 48.2882732242619)]	3	10	3	100.00	51878	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.158478268742, 84.0591078996773)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338132522, 33.2996321988065)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556528456, 21.5007814671164)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121784237, 89.9686327633182)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156050608, 48.2882732281165)]	3	10	4	100.00	53453	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782691769, 84.059107902727)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338167499, 33.2996322001191)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556552935, 21.5007814680188)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121790381, 89.9686327634916)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156103424, 48.2882732245858)]	3	10	5	100.00	55083	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(8.62965362329966, 64.0928181759829, 84.000747406049)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338199337, 33.2996321975093)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556538538, 21.5007814703761)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121782583, 89.9686327644538)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156037989, 48.288273231334)]	3	10	6	80.00	56531	0.957484543332615
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.1584782719928, 84.0591079015207)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338119877, 33.2996321988718)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556565887, 21.5007814669114)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121826989, 89.9686327613705)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156069655, 48.2882732335796)]	3	10	7	100.00	58282	0
[(3.8422309066366, 64.1584782694273, 84.059107901556)(3.8422309066366, 64.158478267358, 84.0591079002808)]	[(10.3867680627791, 62.4513338145108, 33.2996321997138)(10.3867680627791, 62.4513338131873, 33.2996321985631)]	[(19.9293972458362, 33.1785556549107, 21.5007814678833)(19.9293972458362, 33.1785556557394, 21.5007814676361)]	[(24.7132681611522, 95.2735121805563, 89.9686327623057)(24.7132681611522, 95.2735121820391, 89.968632760937)]	[(0.820433721328399, 84.829415606721, 48.2882732284666)(0.820433721328399, 84.8294156029686, 48.2882732302735)]	3	10	8	100.00	59914	0
